2049.5,0,[12, 9, 5, 12, 7, 14, 13, 7, 9, 8, 6, 5, 7, 4, 3, 7, 9, 8, 23]
2058.0,1,[12, 7, 8, 8, 2, 7, 14, 3, 12, 8, 6, 8, 7, 7, 9, 13, 10, 5, 7]
2056.0,2,[16, 4, 10, 8, 13, 6, 10, 16, 5, 3, 11, 8, 5, 4, 13, 9, 7, 14, 11]
2062.5,3,[4, 10, 20, 13, 8, 3, 4, 14, 11, 4, 11, 13, 17, 10, 5, 4, 7, 8, 10]
2057.0,4,[6, 19, 10, 7, 7, 9, 17, 14, 9, 4, 8, 16, 9, 7, 9, 9, 5, 9, 6]
2027.0,5,[10, 12, 3, 3, 19, 8, 7, 9, 8, 3, 7, 19, 5, 6, 9, 12, 7, 8, 12]
2053.5,6,[15, 15, 6, 10, 10, 10, 13, 6, 9, 9, 12, 5, 7, 8, 11, 20, 13, 4, 7]
2062.0,7,[13, 7, 9, 12, 13, 5, 8, 7, 19, 5, 11, 3, 5, 9, 10, 4, 11, 2, 16]
2060.0,8,[8, 5, 11, 6, 6, 6, 14, 8, 10, 8, 11, 12, 8, 12, 20, 6, 6, 8, 6]
2047.5,9,[13, 8, 12, 4, 8, 16, 5, 5, 6, 10, 14, 4, 5, 10, 8, 18, 9, 19, 9]
2047.0,10,[5, 7, 4, 6, 15, 5, 9, 12, 8, 12, 6, 7, 9, 4, 6, 6, 11, 8, 13]
2059.0,11,[13, 12, 21, 8, 5, 14, 8, 13, 13, 15, 3, 14, 7, 4, 14, 7, 7, 5, 2]
2058.0,12,[3, 9, 8, 15, 6, 7, 10, 9, 9, 14, 9, 7, 16, 10, 8, 12, 13, 3, 9]
2059.0,13,[11, 5, 13, 13, 13, 12, 8, 8, 14, 7, 7, 8, 11, 13, 6, 8, 9, 17, 10]
2048.5,14,[8, 14, 5, 8, 8, 8, 10, 6, 5, 2, 8, 10, 8, 12, 6, 9, 13, 1, 6]
2058.0,15,[7, 5, 9, 4, 7, 10, 7, 8, 15, 10, 8, 10, 9, 7, 6, 6, 9, 7, 1]
2063.5,16,[4, 5, 14, 16, 8, 15, 14, 3, 1, 9, 3, 7, 3, 4, 8, 13, 6, 4, 11]
2048.5,17,[5, 4, 11, 8, 4, 7, 14, 6, 7, 5, 17, 4, 5, 9, 6, 17, 8, 2, 9]
2063.0,18,[6, 9, 17, 7, 15, 2, 12, 5, 4, 3, 5, 2, 13, 9, 8, 8, 4, 10, 6]
2043.0,19,[8, 10, 8, 17, 9, 4, 2, 8, 6, 8, 5, 8, 5, 9, 5, 7, 11, 12, 4]
1682.5,0,[11, 2, 4, 8, 3, 6, 9, 4, 7, 7, 5, 3, 14, 8, 7, 10, 19, 6, 4]
1687.5,1,[5, 17, 8, 4, 7, 11, 15, 3, 4, 7, 8, 10, 6, 19, 5, 3, 2, 12, 3]
1681.5,2,[12, 7, 7, 5, 15, 8, 19, 4, 7, 3, 11, 9, 9, 6, 10, 5, 7, 8, 9]
1684.5,3,[4, 8, 7, 17, 6, 11, 9, 3, 12, 13, 19, 5, 8, 1, 5, 6, 6, 3, 15]
1688.0,4,[8, 13, 4, 19, 4, 13, 3, 13, 7, 11, 10, 9, 5, 9, 2, 7, 8, 2, 7]
