828.25,0,[4, 4, 8, 11, 11, 8, 11, 5, 3, 3, 4, 4, 10, 4, 5, 13, 5, 4, 9]
831.75,1,[4, 1, 4, 11, 5, 11, 5, 8, 7, 1, 15, 8, 6, 8, 7, 5, 3, 8, 2]
830.5,2,[4, 5, 7, 12, 4, 4, 2, 1, 13, 5, 6, 2, 7, 3, 3, 5, 6, 4, 9]
831.0,3,[3, 8, 13, 3, 5, 1, 2, 11, 3, 5, 5, 6, 4, 2, 13, 11, 5, 4, 7]
827.75,4,[3, 5, 9, 7, 7, 6, 9, 4, 4, 2, 4, 9, 2, 5, 11, 8, 1, 6, 6]
819.5,5,[5, 2, 4, 1, 5, 9, 8, 5, 3, 2, 6, 5, 6, 14, 6, 9, 2, 3, 8]
830.0,6,[9, 5, 13, 6, 5, 10, 2, 2, 2, 9, 4, 3, 12, 11, 8, 10, 2, 2, 5]
817.5,7,[9, 3, 5, 5, 8, 8, 10, 7, 7, 5, 5, 8, 5, 8, 4, 4, 11, 8, 10]
785.0,8,[3, 1, 8, 3, 2, 6, 5, 4, 4, 12, 7, 12, 1, 8, 6, 4, 2, 6, 8]
823.0,9,[2, 8, 6, 5, 2, 2, 3, 4, 6, 5, 9, 9, 8, 8, 3, 3, 1, 6, 3]
822.25,10,[6, 5, 12, 4, 7, 3, 19, 7, 11, 5, 3, 4, 9, 3, 5, 6, 1, 7, 5]
827.5,11,[3, 7, 2, 4, 6, 8, 4, 4, 8, 1, 4, 3, 5, 11, 1, 5, 7, 5, 9]
827.25,12,[7, 1, 3, 5, 3, 7, 2, 3, 3, 19, 3, 6, 4, 4, 8, 11, 3, 11, 1]
815.25,13,[7, 6, 4, 5, 3, 3, 7, 7, 9, 8, 5, 14, 1, 4, 3, 1, 4, 2, 7]
788.25,14,[3, 5, 6, 13, 2, 6, 6, 4, 4, 4, 9, 2, 2, 5, 3, 5, 5, 3, 3]
824.5,15,[5, 3, 7, 4, 2, 5, 2, 15, 12, 1, 4, 11, 2, 14, 4, 5, 5, 6, 5]
829.5,16,[5, 8, 5, 16, 5, 4, 7, 6, 16, 10, 4, 10, 3, 4, 9, 8, 6, 3, 7]
829.25,17,[9, 8, 4, 10, 7, 4, 6, 2, 2, 4, 3, 5, 5, 1, 3, 2, 3, 8, 9]
826.25,18,[6, 4, 10, 3, 3, 5, 4, 5, 8, 5, 12, 4, 5, 4, 15, 4, 2, 3, 6]
819.5,19,[8, 6, 8, 15, 7, 3, 7, 5, 7, 4, 4, 3, 5, 4, 7, 3, 9, 7, 7]
1333.5,0,[9, 6, 14, 4, 8, 3, 10, 10, 10, 3, 15, 13, 3, 4, 20, 8, 2, 5, 12]
1315.75,1,[10, 10, 14, 3, 7, 13, 4, 11, 21, 35, 6, 8, 6, 10, 3, 14, 11, 5, 8]
1335.25,2,[12, 6, 7, 13, 13, 11, 3, 13, 14, 6, 6, 14, 6, 5, 2, 15, 12, 7, 12]
1329.0,3,[5, 9, 9, 12, 5, 10, 6, 10, 9, 5, 10, 19, 8, 13, 3, 7, 10, 17, 2]
1328.0,4,[9, 6, 13, 8, 5, 10, 7, 5, 14, 11, 13, 6, 9, 17, 8, 5, 24, 4, 11]
1292.5,5,[6, 8, 6, 9, 11, 6, 15, 13, 5, 12, 6, 2, 19, 7, 6, 8, 8, 7, 9]
1330.75,6,[8, 7, 11, 10, 7, 20, 15, 6, 6, 7, 6, 6, 8, 5, 20, 23, 6, 8, 14]
1323.75,7,[8, 11, 19, 7, 12, 14, 10, 3, 14, 15, 6, 14, 18, 6, 6, 5, 8, 9, 9]
1331.0,8,[10, 8, 15, 12, 16, 4, 16, 7, 7, 9, 10, 14, 4, 9, 4, 3, 20, 8, 5]
1335.75,9,[8, 4, 8, 3, 15, 3, 7, 9, 8, 9, 12, 9, 10, 10, 10, 10, 13, 6, 3]
1336.75,10,[3, 16, 6, 22, 8, 4, 4, 19, 5, 8, 14, 9, 8, 16, 3, 5, 7, 6, 15]
1332.75,11,[13, 9, 6, 4, 10, 7, 8, 22, 2, 20, 12, 9, 6, 5, 9, 10, 3, 25, 13]
1330.0,12,[15, 7, 6, 5, 5, 4, 8, 14, 11, 3, 12, 11, 17, 6, 20, 8, 9, 8, 8]
1336.5,13,[1, 2, 17, 5, 3, 8, 5, 6, 9, 7, 8, 9, 7, 10, 3, 10, 5, 12, 12]
1329.5,14,[11, 6, 3, 7, 11, 16, 5, 10, 7, 8, 19, 3, 10, 2, 6, 8, 7, 5, 7]
1319.75,15,[8, 6, 3, 13, 4, 8, 1, 5, 4, 11, 13, 13, 11, 21, 7, 8, 2, 7, 9]
1335.75,16,[13, 16, 15, 7, 6, 14, 8, 9, 16, 13, 7, 10, 5, 9, 8, 6, 15, 18, 9]
1337.75,17,[7, 3, 25, 10, 7, 12, 10, 13, 6, 13, 1, 14, 2, 6, 12, 6, 4, 4, 13]
1321.5,18,[11, 5, 14, 10, 7, 12, 10, 13, 16, 11, 4, 7, 15, 7, 5, 6, 6, 9, 9]
1337.0,19,[12, 9, 8, 21, 8, 4, 3, 7, 4, 8, 6, 14, 7, 10, 17, 7, 2, 10, 18]
1206.25,0,[6, 13, 5, 9, 2, 8, 4, 6, 3, 15, 4, 11, 12, 13, 6, 8, 12, 11, 11]
1191.25,1,[7, 10, 19, 12, 6, 11, 5, 11, 15, 5, 14, 4, 7, 11, 14, 10, 4, 4, 6]
1162.75,2,[5, 4, 8, 9, 8, 4, 16, 4, 6, 9, 9, 7, 13, 5, 8, 5, 6, 5, 5]
1204.0,3,[4, 5, 13, 5, 6, 11, 7, 5, 1, 13, 9, 9, 7, 6, 12, 4, 5, 6, 16]
1193.25,4,[12, 12, 9, 7, 2, 7, 3, 7, 8, 12, 21, 5, 16, 7, 7, 6, 11, 6, 6]
1208.25,5,[6, 4, 3, 5, 10, 7, 7, 12, 16, 8, 8, 3, 7, 7, 15, 10, 12, 14, 6]
1201.75,6,[5, 1, 4, 9, 6, 5, 11, 26, 8, 7, 6, 13, 7, 8, 6, 8, 17, 6, 5]
1199.0,7,[9, 8, 16, 8, 14, 9, 10, 3, 14, 15, 8, 14, 4, 6, 11, 13, 2, 4, 7]
1210.0,8,[5, 26, 13, 3, 8, 22, 8, 12, 4, 1, 12, 7, 6, 11, 1, 10, 11, 8, 2]
1207.0,9,[8, 11, 3, 33, 9, 17, 1, 7, 5, 8, 10, 2, 10, 17, 4, 12, 8, 6, 8]
1208.0,10,[14, 6, 9, 5, 9, 5, 4, 19, 6, 8, 7, 11, 9, 4, 4, 8, 3, 9, 11]
1204.5,11,[9, 7, 10, 12, 9, 8, 21, 5, 6, 8, 7, 8, 8, 15, 4, 4, 8, 20, 4]
1202.5,12,[8, 6, 11, 10, 7, 5, 5, 10, 6, 5, 2, 11, 11, 6, 9, 10, 10, 7, 12]
1193.75,13,[4, 7, 3, 6, 5, 11, 15, 8, 17, 4, 2, 17, 13, 7, 8, 5, 7, 12, 2]
1190.75,14,[14, 9, 3, 6, 4, 6, 11, 7, 9, 7, 5, 7, 6, 7, 6, 3, 14, 5, 12]
1207.0,15,[11, 13, 7, 9, 4, 4, 6, 7, 7, 6, 5, 8, 5, 12, 12, 12, 11, 4, 8]
1200.25,16,[3, 10, 8, 8, 15, 9, 12, 7, 6, 4, 4, 3, 4, 15, 8, 5, 13, 6, 5]
1209.0,17,[5, 9, 20, 7, 12, 10, 5, 9, 6, 5, 5, 7, 15, 13, 15, 1, 8, 7, 15]
1209.75,18,[9, 6, 11, 5, 6, 4, 6, 6, 13, 4, 21, 9, 11, 6, 9, 6, 23, 13, 7]
1206.75,19,[6, 16, 6, 10, 7, 7, 2, 7, 8, 6, 10, 7, 10, 10, 8, 7, 7, 1, 7]
911.0,0,[6, 9, 4, 15, 8, 11, 6, 4, 6, 1, 15, 7, 6, 17, 5, 5, 8, 7, 7]
919.5,1,[8, 4, 3, 5, 2, 9, 4, 16, 14, 7, 4, 10, 6, 3, 7, 3, 6, 6, 5]
925.25,2,[8, 7, 8, 25, 8, 8, 3, 5, 6, 4, 3, 7, 4, 6, 5, 6, 5, 7, 7]
910.75,3,[18, 3, 8, 2, 6, 3, 4, 10, 2, 3, 8, 9, 4, 3, 8, 2, 4, 2, 2]
924.0,4,[8, 3, 9, 2, 9, 7, 5, 5, 2, 3, 7, 8, 8, 3, 2, 16, 12, 7, 8]
906.5,5,[21, 5, 10, 7, 8, 7, 9, 1, 6, 2, 9, 6, 3, 4, 9, 14, 6, 5, 3]
928.25,6,[4, 4, 7, 4, 1, 2, 9, 9, 13, 9, 6, 5, 5, 2, 8, 8, 9, 9, 3]
884.5,7,[6, 12, 4, 2, 13, 6, 7, 4, 4, 9, 5, 4, 4, 5, 5, 3, 7, 5, 13]
928.0,8,[6, 17, 1, 7, 5, 1, 8, 3, 2, 12, 16, 8, 6, 5, 5, 18, 3, 15, 4]
922.5,9,[7, 7, 7, 3, 5, 2, 9, 6, 5, 3, 3, 6, 7, 7, 5, 1, 10, 5, 6]
924.25,10,[1, 12, 3, 13, 9, 8, 10, 4, 11, 2, 9, 4, 5, 11, 6, 13, 5, 3, 5]
921.5,11,[6, 6, 16, 6, 7, 9, 3, 4, 10, 5, 3, 9, 15, 5, 3, 17, 3, 8, 11]
918.25,12,[7, 10, 4, 11, 2, 4, 7, 10, 5, 3, 3, 13, 2, 9, 8, 7, 7, 12, 2]
925.0,13,[7, 4, 8, 6, 8, 9, 5, 4, 4, 17, 7, 8, 12, 12, 11, 7, 8, 4, 2]
924.75,14,[5, 7, 6, 3, 3, 6, 9, 18, 1, 5, 6, 6, 4, 3, 10, 5, 11, 1, 5]
914.0,15,[11, 4, 3, 6, 5, 7, 3, 4, 4, 4, 12, 3, 8, 3, 11, 3, 10, 10, 5]
917.0,16,[5, 16, 7, 12, 4, 9, 9, 4, 4, 6, 2, 5, 7, 7, 6, 10, 4, 5, 7]
926.25,17,[1, 4, 2, 11, 4, 12, 6, 6, 7, 4, 3, 6, 7, 8, 12, 3, 5, 6, 4]
915.75,18,[6, 8, 16, 9, 10, 3, 3, 6, 19, 13, 9, 3, 11, 7, 3, 6, 4, 10, 8]
920.5,19,[3, 6, 1, 9, 8, 7, 8, 3, 7, 13, 6, 7, 8, 3, 11, 3, 12, 7, 7]
1497.25,0,[3, 5, 15, 10, 5, 7, 6, 9, 16, 13, 16, 9, 5, 8, 6, 16, 10, 13, 10]
1515.25,1,[19, 7, 5, 7, 7, 18, 12, 20, 14, 13, 14, 7, 7, 15, 11, 8, 4, 6, 9]
1528.25,2,[10, 2, 7, 7, 15, 15, 15, 11, 8, 18, 22, 13, 13, 15, 11, 7, 7, 10, 17]
1526.25,3,[7, 13, 17, 17, 7, 10, 12, 7, 10, 4, 13, 4, 7, 14, 9, 15, 9, 14, 5]
1523.25,4,[5, 7, 10, 19, 10, 1, 9, 8, 24, 9, 12, 6, 8, 16, 5, 8, 10, 6, 7]
1504.25,5,[16, 8, 11, 13, 14, 17, 18, 8, 11, 9, 18, 14, 7, 8, 5, 9, 4, 13, 18]
1522.25,6,[17, 16, 12, 16, 6, 9, 18, 4, 5, 15, 11, 7, 10, 10, 15, 10, 9, 5, 10]
1523.75,7,[12, 4, 1, 2, 21, 15, 16, 13, 4, 11, 7, 23, 10, 9, 6, 19, 11, 10, 6]
1528.0,8,[21, 10, 6, 14, 13, 19, 13, 16, 7, 10, 6, 17, 7, 17, 13, 7, 6, 9, 14]
1524.75,9,[13, 12, 4, 3, 9, 11, 4, 3, 8, 10, 8, 10, 15, 5, 8, 19, 13, 9, 7]
1528.25,10,[11, 22, 11, 12, 2, 12, 13, 7, 8, 13, 10, 8, 7, 4, 13, 12, 16, 5, 7]
1509.75,11,[8, 17, 8, 17, 8, 14, 8, 10, 19, 5, 8, 9, 2, 12, 6, 9, 12, 13, 6]
1528.25,12,[4, 10, 5, 11, 7, 8, 3, 9, 16, 17, 19, 10, 8, 8, 10, 9, 9, 17, 14]
1510.25,13,[7, 4, 15, 10, 5, 10, 22, 13, 7, 14, 7, 6, 11, 8, 14, 7, 8, 24, 13]
1528.75,14,[7, 7, 20, 7, 11, 9, 11, 3, 2, 6, 6, 7, 12, 1, 8, 11, 9, 5, 11]
1517.0,15,[11, 19, 8, 6, 6, 6, 11, 12, 26, 12, 4, 13, 8, 15, 8, 3, 8, 7, 11]
1522.25,16,[6, 7, 11, 29, 4, 10, 8, 10, 2, 7, 8, 8, 9, 11, 7, 13, 14, 29, 10]
1527.25,17,[9, 6, 13, 5, 8, 9, 9, 5, 13, 9, 12, 11, 20, 6, 18, 10, 12, 7, 4]
1524.25,18,[15, 8, 10, 18, 6, 10, 7, 19, 5, 9, 6, 5, 11, 11, 6, 12, 16, 6, 6]
1527.25,19,[10, 8, 4, 20, 8, 14, 6, 12, 6, 28, 5, 5, 18, 14, 11, 9, 9, 8, 6]
1923.75,0,[15, 19, 7, 10, 22, 6, 11, 14, 10, 15, 9, 11, 12, 14, 14, 23, 13, 12, 8]
1918.0,1,[15, 14, 20, 14, 8, 7, 19, 9, 18, 13, 8, 20, 18, 17, 15, 25, 7, 13, 8]
1903.5,2,[13, 19, 20, 6, 10, 25, 7, 18, 7, 8, 15, 11, 9, 11, 18, 10, 5, 6, 6]
1922.25,3,[18, 6, 16, 9, 11, 7, 10, 17, 13, 12, 26, 14, 8, 6, 19, 7, 16, 10, 14]
1920.75,4,[18, 10, 15, 9, 17, 8, 11, 12, 17, 8, 15, 9, 19, 9, 9, 7, 9, 9, 27]
1902.0,5,[16, 11, 17, 10, 15, 21, 16, 19, 15, 15, 9, 10, 11, 13, 11, 12, 14, 19, 9]
1919.75,6,[18, 15, 11, 13, 8, 8, 7, 23, 11, 13, 6, 10, 8, 7, 8, 12, 7, 16, 11]
1911.0,7,[12, 15, 18, 18, 5, 8, 15, 16, 9, 18, 14, 10, 10, 22, 34, 11, 11, 17, 10]
1907.75,8,[9, 14, 14, 11, 7, 18, 23, 18, 10, 32, 9, 15, 7, 15, 5, 13, 6, 9, 9]
1905.5,9,[22, 10, 7, 22, 12, 11, 9, 7, 6, 8, 8, 12, 16, 10, 20, 11, 16, 9, 11]
1921.75,10,[18, 15, 8, 13, 14, 16, 15, 16, 17, 16, 14, 8, 22, 17, 13, 24, 12, 6, 3]
1921.5,11,[16, 9, 6, 14, 10, 12, 25, 8, 10, 23, 18, 16, 13, 19, 7, 12, 18, 7, 20]
1913.75,12,[10, 11, 13, 9, 10, 12, 13, 8, 7, 17, 8, 10, 12, 5, 19, 5, 16, 11, 13]
1924.75,13,[16, 10, 6, 8, 10, 9, 32, 11, 13, 12, 15, 21, 17, 13, 1, 12, 11, 22, 23]
1915.0,14,[11, 25, 6, 5, 25, 21, 18, 21, 7, 17, 8, 9, 7, 19, 10, 12, 18, 9, 8]
1903.0,15,[17, 11, 23, 5, 11, 12, 10, 15, 18, 10, 8, 20, 14, 7, 15, 10, 11, 9, 24]
1918.0,16,[11, 19, 11, 20, 17, 13, 14, 15, 16, 16, 19, 15, 7, 12, 21, 7, 13, 29, 12]
1923.25,17,[15, 9, 5, 7, 20, 10, 10, 6, 13, 11, 14, 14, 10, 19, 11, 8, 21, 13, 5]
1910.0,18,[11, 9, 8, 9, 14, 18, 11, 9, 7, 11, 8, 11, 9, 12, 16, 17, 20, 12, 4]
1918.25,19,[12, 15, 10, 18, 24, 13, 6, 10, 17, 12, 11, 19, 10, 11, 12, 9, 12, 5, 14]
1195.5,0,[10, 7, 13, 7, 11, 6, 7, 8, 8, 19, 6, 15, 8, 10, 7, 7, 1, 5, 9]
1199.5,1,[4, 5, 7, 9, 9, 11, 10, 7, 4, 8, 7, 7, 4, 15, 8, 2, 2, 6, 6]
1188.25,2,[3, 8, 5, 10, 8, 8, 5, 6, 4, 8, 7, 23, 11, 6, 11, 3, 9, 19, 3]
1201.25,3,[7, 6, 9, 23, 6, 7, 8, 7, 3, 9, 3, 12, 7, 6, 11, 3, 6, 5, 6]
1201.25,4,[5, 13, 8, 5, 9, 9, 8, 12, 15, 5, 5, 5, 11, 10, 2, 10, 9, 8, 5]
1204.5,5,[6, 7, 6, 8, 6, 3, 8, 5, 9, 14, 17, 13, 13, 15, 7, 7, 5, 5, 3]
1185.5,6,[8, 12, 5, 13, 9, 12, 14, 6, 10, 11, 10, 9, 5, 8, 6, 9, 9, 8, 8]
1202.0,7,[7, 15, 6, 12, 5, 10, 11, 22, 4, 6, 1, 6, 8, 6, 14, 6, 22, 5, 17]
